GO:0000001	0.000000000000000	P
GO:0000002	3.103835810984540	P
GO:0000003	3.442092649952224	P
GO:0000006	4.409390936137702	F
GO:0000007	5.409390936137702	F
GO:0000009	2.945960160287111	F
GO:0000010	5.058893689053568	F
GO:0000011	0.056583528366367	P
GO:0000012	6.398366467451565	P
GO:0000014	2.203533394085132	F
GO:0000015	7.108524456778169	C
GO:0000016	7.743151394112500	F
GO:0000017	0.514573172829758	P
GO:0000018	2.154071050241475	P
GO:0000019	3.023846741954368	P
GO:0000022	0.000000000000000	P
GO:0000023	3.415037499278844	P
GO:0000024	0.000000000000000	P
GO:0000025	0.000000000000000	P
GO:0000026	2.389566811762726	F
GO:0000027	0.000000000000000	P
GO:0000028	0.018859027251316	P
GO:0000030	3.012336659845233	F
GO:0000031	7.723831566495321	F
GO:0000032	0.000000000000000	P
GO:0000033	3.573991382900153	F
GO:0000034	3.741466986401147	F
GO:0000035	12.652210107255350	F
GO:0000036	0.000000000000000	F
GO:0000038	3.647614841594759	P
GO:0000041	1.798287041539237	P
GO:0000045	0.010268335453827	P
GO:0000048	4.321928094887362	F
GO:0000049	5.225379606529110	F
GO:0000050	0.000000000000000	P
GO:0000052	6.310288179331488	P
GO:0000053	0.000000000000000	P
GO:0000054	0.000000000000000	P
GO:0000055	0.608809242675524	P
GO:0000056	1.538419914784126	P
GO:0000062	0.000000000000000	F
GO:0000064	4.315904307259592	F
GO:0000070	0.012405020890781	P
GO:0000073	0.000000000000000	P
GO:0000075	0.068386974980250	P
GO:0000076	2.071462362556624	P
GO:0000077	0.000000000000000	P
GO:0000079	0.009847785956347	P
GO:0000080	0.000000000000000	P
GO:0000082	0.007089424786319	P
GO:0000083	0.473069620650259	P
GO:0000084	0.000000000000000	P
GO:0000085	0.000000000000000	P
GO:0000086	0.000000000000000	P
GO:0000087	0.000000000000000	P
GO:0000088	0.000000000000000	P
GO:0000089	0.000000000000000	P
GO:0000090	0.000000000000000	P
GO:0000091	0.000000000000000	P
GO:0000092	0.000000000000000	P
GO:0000093	0.000000000000000	P
GO:0000095	2.378511623253730	F
GO:0000096	1.227268042877493	P
GO:0000097	0.000000000000000	P
GO:0000098	0.036525876025114	P
GO:0000099	0.568283759574526	F
GO:0000100	3.058893689053568	F
GO:0000101	0.329307625252960	P
GO:0000102	0.000000000000000	F
GO:0000103	4.810863707834743	P
GO:0000104	3.835189130254330	F
GO:0000105	0.070389327891398	P
GO:0000107	5.876516946564999	F
GO:0000109	6.767448818749837	C
GO:0000110	2.169925001442313	C
GO:0000111	3.584962500721156	C
GO:0000112	2.000000000000000	C
GO:0000113	2.847996906554950	C
GO:0000117	1.530514716698780	P
GO:0000118	1.889072849557865	C
GO:0000120	1.000000000000000	C
GO:0000121	7.768184324776926	F
GO:0000122	0.114521853474760	P
GO:0000123	0.000000000000000	C
GO:0000124	0.000000000000000	C
GO:0000126	1.222392421336448	C
GO:0000127	0.719892080807265	C
GO:0000128	0.000000000000000	P
GO:0000131	5.168935159179888	C
GO:0000132	0.015347964333436	P
GO:0000133	3.014950341465971	C
GO:0000136	0.000000000000000	C
GO:0000137	1.909026339952509	C
GO:0000138	1.423599512782268	C
GO:0000139	0.577976070405049	C
GO:0000140	7.672425341971495	F
GO:0000142	0.000000000000000	C
GO:0000144	0.131244533278253	C
GO:0000145	0.000000000000000	C
GO:0000146	1.290219235160024	F
GO:0000147	0.383328639551506	P
GO:0000148	1.807354922057604	C
GO:0000149	7.374644334797587	F
GO:0000150	5.965014642050669	F
GO:0000151	1.386217223242342	C
GO:0000152	0.218000652219290	C
GO:0000153	3.267321764236892	C
GO:0000154	0.028289044431424	P
GO:0000155	0.065588341627577	F
GO:0000156	6.195387982233568	F
GO:0000159	1.524841508283585	C
GO:0000160	4.361976255527431	P
GO:0000161	0.000000000000000	P
GO:0000162	0.000000000000000	P
GO:0000164	1.584962500721156	C
GO:0000165	2.690599002988801	P
GO:0000166	0.000000000000000	F
GO:0000170	9.836681593327116	F
GO:0000171	3.678071905112637	F
GO:0000172	0.000000000000000	C
GO:0000175	0.029747343394052	F
GO:0000176	0.000000000000000	C
GO:0000177	0.958179824305373	C
GO:0000178	0.088355874420847	C
GO:0000179	1.263034405833794	F
GO:0000182	6.394891366442586	F
GO:0000183	0.000000000000000	P
GO:0000184	1.837061428873795	P
GO:0000196	0.099535673550914	P
GO:0000209	1.558518832426786	P
GO:0000210	1.000000000000000	F
GO:0000212	0.533034708677295	P
GO:0000213	0.000000000000000	F
GO:0000214	2.273018494406416	C
GO:0000215	0.263034405833794	F
GO:0000217	5.994930630321604	F
GO:0000220	0.082462160191973	C
GO:0000221	0.056583528366367	C
GO:0000222	0.000000000000000	C
GO:0000223	0.000000000000000	C
GO:0000224	5.495410915742864	F
GO:0000225	4.781359713524660	F
GO:0000226	0.015491081742500	P
GO:0000227	1.584962500721156	F
GO:0000228	1.260846846596030	C
GO:0000234	6.353146825498082	F
GO:0000235	0.000000000000000	C
GO:0000236	0.000000000000000	P
GO:0000237	0.000000000000000	P
GO:0000238	0.000000000000000	P
GO:0000239	0.000000000000000	P
GO:0000240	0.000000000000000	P
GO:0000241	0.000000000000000	P
GO:0000242	4.712595780447029	C
GO:0000243	3.405992359675837	C
GO:0000244	1.459431618637297	P
GO:0000245	0.763765653509921	P
GO:0000246	5.149747119504682	F
GO:0000247	3.115477217419936	F
GO:0000248	0.652076696579693	F
GO:0000249	1.137503523749935	F
GO:0000250	2.321928094887362	F
GO:0000252	7.672425341971495	F
GO:0000253	6.502500340529183	F
GO:0000254	1.836501267717120	F
GO:0000255	4.474880017725961	P
GO:0000256	0.584962500721156	P
GO:0000257	0.000000000000000	F
GO:0000262	0.211504105193712	C
GO:0000266	0.263034405833794	P
GO:0000268	2.017921907997263	F
GO:0000269	0.000000000000000	F
GO:0000270	1.691877704637668	P
GO:0000271	0.000000000000000	P
GO:0000272	0.000000000000000	P
GO:0000274	0.000000000000000	C
GO:0000275	0.000000000000000	C
GO:0000276	0.000000000000000	C
GO:0000277	6.417852514885898	F
GO:0000278	0.796466605914868	P
GO:0000279	0.000000000000000	P
GO:0000280	0.097040455981396	P
GO:0000281	0.079829023777703	P
GO:0000282	0.429684275243245	P
GO:0000285	2.241008099503795	F
GO:0000286	4.219168520462162	F
GO:0000287	2.125296780952203	F
GO:0000288	0.214504511906135	P
GO:0000289	1.079226691150575	P
GO:0000290	0.085729874025884	P
GO:0000291	3.000000000000000	P
GO:0000292	7.216745858195306	P
GO:0000293	1.137503523749935	F
GO:0000294	4.616671360448494	P
GO:0000295	0.161751069996612	F
GO:0000296	1.839535327806754	P
GO:0000297	3.104336659814735	F
GO:0000298	7.887525270741587	F
GO:0000301	1.980891177052295	P
GO:0000302	0.346337052528355	P
GO:0000303	0.115477217419936	P
GO:0000304	4.867425840912022	P
GO:0000305	2.974341044828533	P
GO:0000307	1.636036685315425	C
GO:0000308	4.058893689053568	C
GO:0000309	3.547487795302493	F
GO:0000310	2.169925001442313	F
GO:0000311	0.000000000000000	C
GO:0000312	0.000000000000000	C
GO:0000313	1.660175847927365	C
GO:0000314	0.000000000000000	C
GO:0000315	0.000000000000000	C
GO:0000316	3.584962500721156	P
GO:0000319	4.781359713524660	F
GO:0000320	7.943686951597095	P
GO:0000321	0.000000000000000	P
GO:0000322	2.295704774243754	C
GO:0000323	0.725000494012258	C
GO:0000324	0.002343940468299	C
GO:0000325	1.989997031814722	C
GO:0000326	0.000000000000000	C
GO:0000327	0.000000000000000	C
